month,level_1,level_2,level_3,value
1972-06,Number Of Air Passenger Departures,South East Asia,Thailand,7070
1972-06,Number Of Air Passenger Departures,South East Asia,Philippines,1923
1972-06,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1972-06,Number Of Air Passenger Departures,North East Asia,China,na
1972-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,6186
1972-06,Number Of Air Passenger Departures,North East Asia,Japan,1935
1972-06,Number Of Air Passenger Departures,Europe,United Kingdom,7705
1972-06,Number Of Air Passenger Departures,Europe,France,na
1972-06,Number Of Air Passenger Departures,Europe,Germany,na
1972-07,Number Of Air Passenger Departures,South East Asia,Malaysia,24636
1972-07,Number Of Air Passenger Departures,South East Asia,Indonesia,16104
1972-07,Number Of Air Passenger Departures,South East Asia,Thailand,7419
1972-07,Number Of Air Passenger Departures,South East Asia,Philippines,2175
1972-07,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1972-07,Number Of Air Passenger Departures,North East Asia,China,na
1972-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,5768
1972-07,Number Of Air Passenger Departures,North East Asia,Japan,2125
1972-07,Number Of Air Passenger Departures,Europe,United Kingdom,6890
1972-07,Number Of Air Passenger Departures,Europe,France,na
1972-07,Number Of Air Passenger Departures,Europe,Germany,na
1972-08,Number Of Air Passenger Departures,South East Asia,Malaysia,26598
1972-08,Number Of Air Passenger Departures,South East Asia,Indonesia,17876
1972-08,Number Of Air Passenger Departures,South East Asia,Thailand,9258
1972-08,Number Of Air Passenger Departures,South East Asia,Philippines,1894
1972-08,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1972-08,Number Of Air Passenger Departures,North East Asia,China,na
1972-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,7689
1972-08,Number Of Air Passenger Departures,North East Asia,Japan,2211
1972-08,Number Of Air Passenger Departures,Europe,United Kingdom,6829
1972-08,Number Of Air Passenger Departures,Europe,France,na
1972-08,Number Of Air Passenger Departures,Europe,Germany,na
1972-09,Number Of Air Passenger Departures,South East Asia,Malaysia,24430
1972-09,Number Of Air Passenger Departures,South East Asia,Indonesia,15686
1972-09,Number Of Air Passenger Departures,South East Asia,Thailand,7403
1972-09,Number Of Air Passenger Departures,South East Asia,Philippines,1605
1972-09,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1972-09,Number Of Air Passenger Departures,North East Asia,China,na
1972-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,6451
1972-09,Number Of Air Passenger Departures,North East Asia,Japan,1976
1972-09,Number Of Air Passenger Departures,Europe,United Kingdom,8070
1972-09,Number Of Air Passenger Departures,Europe,France,na
1972-09,Number Of Air Passenger Departures,Europe,Germany,na
1972-10,Number Of Air Passenger Departures,South East Asia,Malaysia,23753
1972-10,Number Of Air Passenger Departures,South East Asia,Indonesia,17594
1972-10,Number Of Air Passenger Departures,South East Asia,Thailand,10446
1972-10,Number Of Air Passenger Departures,South East Asia,Philippines,1543
1972-10,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1972-10,Number Of Air Passenger Departures,North East Asia,China,na
1972-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,8864
1972-10,Number Of Air Passenger Departures,North East Asia,Japan,2748
1972-10,Number Of Air Passenger Departures,Europe,United Kingdom,4260
1972-10,Number Of Air Passenger Departures,Europe,France,na
1972-10,Number Of Air Passenger Departures,Europe,Germany,na
1972-11,Number Of Air Passenger Departures,South East Asia,Malaysia,28072
1972-11,Number Of Air Passenger Departures,South East Asia,Indonesia,18750
1972-11,Number Of Air Passenger Departures,South East Asia,Thailand,9774
1972-11,Number Of Air Passenger Departures,South East Asia,Philippines,1696
1972-11,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1972-11,Number Of Air Passenger Departures,North East Asia,China,na
1972-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,9011
1972-11,Number Of Air Passenger Departures,North East Asia,Japan,2135
1972-11,Number Of Air Passenger Departures,Europe,United Kingdom,4936
1972-11,Number Of Air Passenger Departures,Europe,France,na
1972-11,Number Of Air Passenger Departures,Europe,Germany,na
1972-12,Number Of Air Passenger Departures,South East Asia,Malaysia,35837
1972-12,Number Of Air Passenger Departures,South East Asia,Indonesia,18778
1972-12,Number Of Air Passenger Departures,South East Asia,Thailand,8691
1972-12,Number Of Air Passenger Departures,South East Asia,Philippines,1781
1972-12,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1972-12,Number Of Air Passenger Departures,North East Asia,China,na
1972-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,7815
1972-12,Number Of Air Passenger Departures,North East Asia,Japan,2133
1972-12,Number Of Air Passenger Departures,Europe,United Kingdom,6912
1972-12,Number Of Air Passenger Departures,Europe,France,na
1972-12,Number Of Air Passenger Departures,Europe,Germany,na
1973-01,Number Of Air Passenger Departures,South East Asia,Malaysia,28813
1973-01,Number Of Air Passenger Departures,South East Asia,Indonesia,19354
1973-01,Number Of Air Passenger Departures,South East Asia,Thailand,8900
1973-01,Number Of Air Passenger Departures,South East Asia,Philippines,1920
1973-01,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-01,Number Of Air Passenger Departures,North East Asia,China,na
1973-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,9078
1973-01,Number Of Air Passenger Departures,North East Asia,Japan,2474
1973-01,Number Of Air Passenger Departures,Europe,United Kingdom,5139
1973-01,Number Of Air Passenger Departures,Europe,France,na
1973-01,Number Of Air Passenger Departures,Europe,Germany,na
1973-02,Number Of Air Passenger Departures,South East Asia,Malaysia,28786
1973-02,Number Of Air Passenger Departures,South East Asia,Indonesia,17231
1973-02,Number Of Air Passenger Departures,South East Asia,Thailand,10785
1973-02,Number Of Air Passenger Departures,South East Asia,Philippines,1788
1973-02,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-02,Number Of Air Passenger Departures,North East Asia,China,na
1973-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,9694
1973-02,Number Of Air Passenger Departures,North East Asia,Japan,2419
1973-02,Number Of Air Passenger Departures,Europe,United Kingdom,3691
1973-02,Number Of Air Passenger Departures,Europe,France,na
1973-02,Number Of Air Passenger Departures,Europe,Germany,na
1973-03,Number Of Air Passenger Departures,South East Asia,Malaysia,29895
1973-03,Number Of Air Passenger Departures,South East Asia,Indonesia,18739
1973-03,Number Of Air Passenger Departures,South East Asia,Thailand,10804
1973-03,Number Of Air Passenger Departures,South East Asia,Philippines,1740
1973-03,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-03,Number Of Air Passenger Departures,North East Asia,China,na
1973-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,9817
1973-03,Number Of Air Passenger Departures,North East Asia,Japan,2703
1973-03,Number Of Air Passenger Departures,Europe,United Kingdom,5757
1973-03,Number Of Air Passenger Departures,Europe,France,na
1973-03,Number Of Air Passenger Departures,Europe,Germany,na
1973-04,Number Of Air Passenger Departures,South East Asia,Malaysia,34221
1973-04,Number Of Air Passenger Departures,South East Asia,Indonesia,20669
1973-04,Number Of Air Passenger Departures,South East Asia,Thailand,11569
1973-04,Number Of Air Passenger Departures,South East Asia,Philippines,1968
1973-04,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-04,Number Of Air Passenger Departures,North East Asia,China,na
1973-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,10930
1973-04,Number Of Air Passenger Departures,North East Asia,Japan,2562
1973-04,Number Of Air Passenger Departures,Europe,United Kingdom,5580
1973-04,Number Of Air Passenger Departures,Europe,France,na
1973-04,Number Of Air Passenger Departures,Europe,Germany,na
1973-05,Number Of Air Passenger Departures,South East Asia,Malaysia,26214
1973-05,Number Of Air Passenger Departures,South East Asia,Indonesia,20260
1973-05,Number Of Air Passenger Departures,South East Asia,Thailand,11463
1973-05,Number Of Air Passenger Departures,South East Asia,Philippines,2498
1973-05,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-05,Number Of Air Passenger Departures,North East Asia,China,na
1973-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,11604
1973-05,Number Of Air Passenger Departures,North East Asia,Japan,3283
1973-05,Number Of Air Passenger Departures,Europe,United Kingdom,6718
1973-05,Number Of Air Passenger Departures,Europe,France,na
1973-05,Number Of Air Passenger Departures,Europe,Germany,na
1973-06,Number Of Air Passenger Departures,South East Asia,Malaysia,30307
1973-06,Number Of Air Passenger Departures,South East Asia,Indonesia,18933
1973-06,Number Of Air Passenger Departures,South East Asia,Thailand,8788
1973-06,Number Of Air Passenger Departures,South East Asia,Philippines,1936
1973-06,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-06,Number Of Air Passenger Departures,North East Asia,China,na
1973-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,8351
1973-06,Number Of Air Passenger Departures,North East Asia,Japan,3093
1973-06,Number Of Air Passenger Departures,Europe,United Kingdom,5049
1973-06,Number Of Air Passenger Departures,Europe,France,na
1973-06,Number Of Air Passenger Departures,Europe,Germany,na
1973-07,Number Of Air Passenger Departures,South East Asia,Malaysia,32699
1973-07,Number Of Air Passenger Departures,South East Asia,Indonesia,22849
1973-07,Number Of Air Passenger Departures,South East Asia,Thailand,10433
1973-07,Number Of Air Passenger Departures,South East Asia,Philippines,2168
1973-07,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-07,Number Of Air Passenger Departures,North East Asia,China,na
1973-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,9054
1973-07,Number Of Air Passenger Departures,North East Asia,Japan,2646
1973-07,Number Of Air Passenger Departures,Europe,United Kingdom,5534
1973-07,Number Of Air Passenger Departures,Europe,France,na
1973-07,Number Of Air Passenger Departures,Europe,Germany,na
1973-08,Number Of Air Passenger Departures,South East Asia,Malaysia,34092
1973-08,Number Of Air Passenger Departures,South East Asia,Indonesia,24221
1973-08,Number Of Air Passenger Departures,South East Asia,Thailand,11875
1973-08,Number Of Air Passenger Departures,South East Asia,Philippines,2058
1973-08,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-08,Number Of Air Passenger Departures,North East Asia,China,na
1973-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,11454
1973-08,Number Of Air Passenger Departures,North East Asia,Japan,3157
1973-08,Number Of Air Passenger Departures,Europe,United Kingdom,5956
1973-08,Number Of Air Passenger Departures,Europe,France,na
1973-08,Number Of Air Passenger Departures,Europe,Germany,na
1973-09,Number Of Air Passenger Departures,South East Asia,Malaysia,32905
1973-09,Number Of Air Passenger Departures,South East Asia,Indonesia,21894
1973-09,Number Of Air Passenger Departures,South East Asia,Thailand,9488
1973-09,Number Of Air Passenger Departures,South East Asia,Philippines,1829
1973-09,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-09,Number Of Air Passenger Departures,North East Asia,China,na
1973-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,10068
1973-09,Number Of Air Passenger Departures,North East Asia,Japan,2769
1973-09,Number Of Air Passenger Departures,Europe,United Kingdom,6906
1973-09,Number Of Air Passenger Departures,Europe,France,na
1973-09,Number Of Air Passenger Departures,Europe,Germany,na
1973-10,Number Of Air Passenger Departures,South East Asia,Malaysia,33346
1973-10,Number Of Air Passenger Departures,South East Asia,Indonesia,23838
1973-10,Number Of Air Passenger Departures,South East Asia,Thailand,10551
1973-10,Number Of Air Passenger Departures,South East Asia,Philippines,2697
1973-10,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-10,Number Of Air Passenger Departures,North East Asia,China,na
1973-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,12555
1973-10,Number Of Air Passenger Departures,North East Asia,Japan,3295
1973-10,Number Of Air Passenger Departures,Europe,United Kingdom,4831
1973-10,Number Of Air Passenger Departures,Europe,France,na
1973-10,Number Of Air Passenger Departures,Europe,Germany,na
1973-11,Number Of Air Passenger Departures,South East Asia,Malaysia,37218
1973-11,Number Of Air Passenger Departures,South East Asia,Indonesia,25455
1973-11,Number Of Air Passenger Departures,South East Asia,Thailand,11758
1973-11,Number Of Air Passenger Departures,South East Asia,Philippines,2968
1973-11,Number Of Air Passenger Departures,South East Asia,Vietnam,na
1973-11,Number Of Air Passenger Departures,North East Asia,China,na
1973-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,12561
1973-11,Number Of Air Passenger Departures,North East Asia,Japan,3103
1973-11,Number Of Air Passenger Departures,Europe,United Kingdom,4980
1973-11,Number Of Air Passenger Departures,Europe,France,na
1973-11,Number Of Air Passenger Departures,Europe,Germany,na
1973-12,Number Of Air Passenger Departures,South East Asia,Malaysia,43360
